Program,SamplePoint,Description,Latitude,Longitude,SampleDate,sampleDateStart,sampleDateEnd,evaluationCode,speciesCode,speciesName,vegCommunity,abundance,breedEvidence,propSurveyed(number),Comments
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Other,4,TRUE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,188,"Egretta novaehollandiae (Latham, 1790)",Other,3,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,144,"Elseyornis melanops (Vieillot, 1818)",Other,5,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,181,"Platalea (Platalea) regia Gould, 1838",Other,18,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,179,"Threskiornis molucca (Cuvier, 1829)",Other,7,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",Other,1,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2015-11-18 0:00,2015-11-18 18:00,2015-11-18 18:35,E1,8712,"Ardea alba modesta Gray, 1831",Other,10,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Other,4,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,186,"Ardea (Mesophoyx) intermedia Wagler, 1829",Other,1,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,144,"Elseyornis melanops (Vieillot, 1818)",Other,15,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,100,"Microcarbo melanoleucos (Vieillot, 1817)",Other,1,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",Other,1,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-01 0:00,2016-03-01 7:30,2016-03-01 9:00,E1,8712,"Ardea alba modesta Gray, 1831",Other,1,FALSE,1,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-02 0:00,2016-03-02 16:05,2016-03-02 16:50,E1,188,"Egretta novaehollandiae (Latham, 1790)",Other,13,FALSE,0.8,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-03-02 0:00,2016-03-02 16:05,2016-03-02 16:50,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Other,1,FALSE,0.8,Rt1.4: Temporary lowland streams
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 7:40,2016-11-09 8:35,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Not recorded,12,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,977,"Ardea (Bubulcus) ibis Linnaeus, 1758",Not recorded,19,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,56,"Gallinula (Gallinula) tenebrosa Gould, 1846",Not recorded,3,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,96,"Phalacrocorax (Phalacrocorax) carbo (Linnaeus, 1758)",Not recorded,5,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,100,"Microcarbo melanoleucos (Vieillot, 1817)",Not recorded,10,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Not recorded,2,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-09 0:00,2016-11-09 6:45,2016-11-09 7:30,E1,188,"Egretta novaehollandiae (Latham, 1790)",Not recorded,3,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-10 0:00,2016-11-10 18:05,2016-11-10 19:25,E1,61,"Tachybaptus novaehollandiae (Stephens, 1826)",Not recorded,10,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-10 0:00,2016-11-10 18:05,2016-11-10 19:25,E1,179,"Threskiornis molucca (Cuvier, 1829)",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-10 0:00,2016-11-10 18:05,2016-11-10 19:25,E1,199,"Anseranas semipalmata (Latham, 1798)",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-10 0:00,2016-11-10 18:05,2016-11-10 19:25,E1,208,"Anas (Anas) superciliosa Gmelin, 1789",Not recorded,5,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,8731,"Anhinga novaehollandiae (Gould, 1847)",Not recorded,5,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,146,"Himantopus himantopus (Linnaeus, 1758)",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,59,"Fulica atra Linnaeus, 1758",Not recorded,11,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,525,"Cisticola (Cisticola) exilis (Vigors & Horsfield, 1827)",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,215,"Aythya (Nyroca) australis (Eyton, 1838)",Not recorded,8,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,522,"Megalurus gramineus (Gould, 1845)",Not recorded,2,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,205,"Dendrocygna (Leptotarsis) eytoni (Eyton, 1838)",Not recorded,8,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,58,"Porphyrio (Porphyrio) porphyrio (Linnaeus, 1758)",Not recorded,6,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,226,"Haliaeetus (Pontoaetus) leucogaster (Gmelin, 1788)",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2016-11-11 0:00,2016-11-11 7:40,2016-11-11 8:35,E1,8712,"Ardea alba modesta Gray, 1831",Not recorded,1,FALSE,0.8,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-02-27 0:00,2017-02-27 17:00,2017-02-27 17:40,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Not recorded,1,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-02-27 0:00,2017-02-27 17:00,2017-02-27 17:40,E1,188,"Egretta novaehollandiae (Latham, 1790)",Not recorded,1,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-02-28 0:00,2017-02-28 17:40,2017-02-28 18:20,E1,59,"Fulica atra Linnaeus, 1758",Not recorded,1,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-02-28 0:00,2017-02-28 17:40,2017-02-28 18:20,E1,180,"Threskiornis spinicollis (Jameson, 1835)",Not recorded,4,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,61,"Tachybaptus novaehollandiae (Stephens, 1826)",Not recorded,7,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,186,"Ardea (Mesophoyx) intermedia Wagler, 1829",Not recorded,2,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,100,"Microcarbo melanoleucos (Vieillot, 1817)",Not recorded,2,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,224,"Aquila (Uroaetus) audax (Latham, 1801)",Not recorded,1,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,226,"Haliaeetus (Pontoaetus) leucogaster (Gmelin, 1788)",Not recorded,2,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-03-02 0:00,2017-03-02 10:50,2017-03-02 11:37,E1,8712,"Ardea alba modesta Gray, 1831",Not recorded,1,FALSE,0.2,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,50,"Porzana (Porzana) pusilla (Pallas, 1776)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,56,"Gallinula (Gallinula) tenebrosa Gould, 1846",Not recorded,6,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,58,"Porphyrio (Porphyrio) porphyrio (Linnaeus, 1758)",Not recorded,3,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,59,"Fulica atra Linnaeus, 1758",Not recorded,15,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,61,"Tachybaptus novaehollandiae (Stephens, 1826)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,99,"Phalacrocorax (Phalacrocorax) varius (Gmelin, 1789)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,100,"Microcarbo melanoleucos (Vieillot, 1817)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,106,"Pelecanus conspicillatus Temminck, 1824",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,144,"Elseyornis melanops (Vieillot, 1818)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,179,"Threskiornis molucca (Cuvier, 1829)",Not recorded,15,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,183,"Ephippiorhynchus (Ephippiorhynchus) asiaticus (Latham, 1790)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,186,"Ardea (Mesophoyx) intermedia Wagler, 1829",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,188,"Egretta novaehollandiae (Latham, 1790)",Not recorded,2,TRUE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,189,"Ardea (Ardea) pacifica Latham, 1801",Not recorded,7,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,208,"Anas (Anas) superciliosa Gmelin, 1789",Not recorded,7,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,224,"Aquila (Uroaetus) audax (Latham, 1801)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Not recorded,7,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2017-11-07 0:00,2017-11-07 7:55,2017-11-07 8:50,E1,8712,"Ardea alba modesta Gray, 1831",Not recorded,5,TRUE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-03-13 0:00,2018-03-13 9:10,2018-03-13 9:30,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Not recorded,10,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,208,"Anas (Anas) superciliosa Gmelin, 1789",Not recorded,18,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,211,"Anas (Nettion) gracilis Buller, 1869",Not recorded,20,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,8731,"Anhinga novaehollandiae (Gould, 1847)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,224,"Aquila (Uroaetus) audax (Latham, 1801)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,189,"Ardea (Ardea) pacifica Latham, 1801",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,186,"Ardea (Mesophoyx) intermedia Wagler, 1829",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,215,"Calidris (Erolia) acuminata (Horsfield, 1821)",Not recorded,6,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,202,"Chenonetta jubata (Latham, 1801)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,219,"Circus approximans Peale, 1848",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,525,"Cisticola (Cisticola) exilis (Vigors & Horsfield, 1827)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,188,"Egretta novaehollandiae (Latham, 1790)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,144,"Elseyornis melanops (Vieillot, 1818)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,59,"Fulica atra Linnaeus, 1758",Not recorded,3,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,168,"Gallinago (Gallinago) hardwickii (J.E. Gray, 1831)",Not recorded,10,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,56,"Gallinula (Gallinula) tenebrosa Gould, 1846",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,46,"Gallirallus (Hypotaenidia) philippensis (Linnaeus, 1766)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,8794,"Gelochelidon nilotica (Gmelin, 1789)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,226,"Haliaeetus (Pontoaetus) leucogaster (Gmelin, 1788)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Not recorded,3,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,522,"Megalurus gramineus (Gould, 1845)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,100,"Microcarbo melanoleucos (Vieillot, 1817)",Not recorded,12,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,96,"Phalacrocorax (Phalacrocorax) carbo (Linnaeus, 1758)",Not recorded,4,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",Not recorded,5,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,182,"Platalea (Platibis) flavipes Gould, 1838",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,178,"Plegadis falcinellus (Linnaeus, 1766)",Not recorded,4,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,49,"Porzana (Porzana) fluminea Gould, 1843",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,50,"Porzana (Porzana) pusilla (Pallas, 1776)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,61,"Tachybaptus novaehollandiae (Stephens, 1826)",Not recorded,4,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,179,"Threskiornis molucca (Cuvier, 1829)",Not recorded,2,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,55,"Tribonyx ventralis (Gould, 1837)",Not recorded,8,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2018-11-13 0:00,2018-11-13 9:05,2018-11-13 10:05,E1,8712,"Ardea alba modesta Gray, 1831",Not recorded,15,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2019-03-05 0:00,2019-03-05 15:41,2019-03-05 16:20,E1,524,"Acrocephalus (Acrocephalus) australis (Gould, 1838)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2019-03-05 0:00,2019-03-05 15:41,2019-03-05 16:20,E1,224,"Aquila (Uroaetus) audax (Latham, 1801)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2019-03-05 0:00,2019-03-05 15:41,2019-03-05 16:20,E1,228,"Haliastur sphenurus (Vieillot, 1818)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2019-03-05 0:00,2019-03-05 15:41,2019-03-05 16:20,E1,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",Not recorded,1,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2020-03-03 0:00,2020-03-03 18:10,2020-03-03 18:35,E1,208,"Anas (Anas) superciliosa Gmelin, 1789",Not recorded,3,FALSE,0.05,
Gwydir River System,GWY_BOYW,Gwydir River System>Boyanga Waterhole,-29.209144,149.24308,2020-03-03 0:00,2020-03-03 18:10,2020-03-03 18:35,E1,211,"Anas (Nettion) gracilis Buller, 1869",Not recorded,11,FALSE,0.05,
