cluster_id,centroid_lat,centroid_lon,n_points,n_sources,sources,multi_source,total_abundance,n_species,n_years,has_breeding,lat_min,lat_max,lon_min,lon_max,extent_km,habitat_tier
9,-36.59306,146.33832778333334,6,1,S4,False,28.0,6,1,False,-36.59306,-36.59306,146.2683,146.4166667,13.22,Candidate
267,-26.491257776666668,144.99525556666666,3,1,S4,False,27.0,2,12,False,-26.51694,-26.47183333,144.9883,145.0078,5.37,Candidate
255,-26.566851666666665,145.8533666666667,6,1,S4,False,25.0,3,1,False,-26.59333,-26.55194,145.8294,145.8633,5.7,Candidate
239,-28.460062,148.59601333,10,1,S4,False,25.0,3,2,False,-28.5,-28.3995,148.55,148.6666667,15.94,Candidate
14,-36.51944666666667,146.9333333333333,3,1,S4,False,23.0,5,1,False,-36.53667,-36.5,146.9166667,146.95,5.04,Candidate
149,-32.388673332,146.23734,5,1,S4,False,23.0,1,3,False,-32.39683333,-32.37403333,146.1892,146.2936,10.11,Candidate
75,-34.387499999999996,149.72732223333333,3,1,S4,False,22.0,2,1,False,-34.4,-34.38083,149.7166667,149.7428,3.2,Candidate
16,-36.50778,143.702091675,4,1,S4,False,21.0,3,2,False,-36.51556,-36.5,143.65,143.75,9.09,Candidate
261,-26.538222223333335,145.4291111,3,1,S4,False,20.0,2,1,False,-26.5455,-26.53416667,145.3985,145.4623333,6.46,Candidate
138,-32.544446666666666,146.6888889,3,1,S4,False,19.0,3,1,False,-32.56667,-32.51667,146.6666667,146.7,6.37,Candidate
266,-26.48667611,145.33942221666666,6,1,S4,False,19.0,1,2,False,-26.53433333,-26.46028,145.3166667,145.35,8.86,Candidate
237,-28.487637499999998,144.60689167499999,4,1,S4,False,18.0,2,7,False,-28.50056,-28.48333,144.6,144.6166667,2.51,Candidate
188,-30.36333,148.47125,4,1,S4,False,17.0,4,2,False,-30.36333,-30.36333,148.45,148.485,3.35,Candidate
136,-32.5416675,146.75833335,4,1,S4,False,16.0,2,3,False,-32.56667,-32.5,146.75,146.7666667,7.56,Candidate
220,-28.532744889333333,147.73680222,15,1,S4,False,16.0,3,7,False,-28.6,-28.49,147.6,147.8833333,30.21,Candidate
8,-36.58990666666667,146.17667776666667,3,1,S4,False,16.0,3,1,False,-36.59306,-36.58833,146.15,146.1967,4.2,Candidate
228,-28.490861111666664,144.72866111666667,6,1,S4,False,14.0,2,9,False,-28.525,-28.45516667,144.6825,144.7581,10.7,Candidate
150,-32.38361,142.52887776666668,3,1,S4,False,12.0,2,1,False,-32.38361,-32.38361,142.5,142.5533,5.0,Candidate
20,-36.48166666666666,142.60972778333334,6,1,S4,False,12.0,4,2,False,-36.5,-36.4725,142.55,142.6666667,10.85,Candidate
142,-32.47629666666666,142.82426666666666,3,1,S4,False,12.0,2,8,False,-32.5,-32.46083,142.8086,142.85,5.83,Candidate
240,-28.468998889999998,147.1921111,3,1,S4,False,11.0,3,1,False,-28.4825,-28.45083,147.1833333,147.2047,4.09,Candidate
106,-33.5925,147.152675,4,1,S4,False,11.0,1,1,False,-33.6225,-33.56861,147.1358,147.1733,6.91,Candidate
268,-26.450251665,146.98230555,6,1,S4,False,10.0,3,5,False,-26.47667,-26.43333333,146.9338333,147.015,9.39,Candidate
73,-34.46296,141.49204443333335,3,1,S4,False,9.0,3,1,False,-34.46333,-34.46222,141.4833333,141.4967,1.23,Candidate
184,-30.480560000000004,143.38628668,5,1,S4,False,8.0,1,1,False,-30.48056,-30.48056,143.3166667,143.4333333,11.16,Candidate
22,-36.4538875,143.914166675,4,1,S4,False,7.0,3,1,False,-36.46222,-36.45111,143.9,143.94,3.78,Candidate
181,-30.4989575,149.032725,4,1,S4,False,5.0,2,2,False,-30.53639,-30.46972,149.0028,149.0728,9.98,Candidate
256,-26.560796666666665,145.16204443333334,3,1,S4,False,4.0,1,6,False,-26.56889,-26.555,145.1433,145.19,4.89,Candidate
64,-34.62167,139.11666666666667,3,1,S4,False,4.0,2,1,False,-34.62167,-34.62167,139.1,139.1333333,3.04,Candidate
253,-26.61722333333333,147.65333333333334,3,1,S4,False,4.0,1,1,False,-26.62833,-26.61167,147.65,147.66,2.1,Candidate
27,-36.38972,146.23592223333333,3,1,S4,False,4.0,1,1,False,-36.38972,-36.38972,146.2166667,146.2594,3.82,Candidate
143,-32.4460425,143.07505,4,1,S4,False,4.0,1,8,False,-32.48361,-32.41417,143.05,143.1008,9.06,Candidate
139,-32.52777666666666,144.55555556666667,3,1,S4,False,4.0,1,1,False,-32.53333,-32.525,144.5166667,144.6,7.85,Candidate
187,-30.4195858325,146.288966675,4,1,S4,False,3.0,1,4,False,-30.43306,-30.40195,146.2666667,146.3125,5.58,Candidate
264,-26.499612223333333,145.57084443333335,3,1,S4,False,2.0,1,1,False,-26.51167,-26.48716667,145.55,145.5917,4.96,Candidate
225,-28.56494555333333,148.3062778,3,1,S4,False,2.0,1,1,False,-28.56667,-28.56383333,148.3,148.3106667,1.09,Candidate
232,-28.4971666675,144.10066667499999,4,1,S4,False,2.0,1,1,False,-28.51866667,-28.49,144.0833333,144.1166667,4.55,Candidate
101,-33.79203666666667,147.03666666666666,3,1,S4,False,1.0,1,1,False,-33.80889,-33.78333,147.0317,147.045,3.09,Candidate
30,-36.36666,142.60555553333333,3,1,S4,False,1.0,1,1,False,-36.36666,-36.36666,142.5833333,142.6333333,4.47,Candidate
270,-26.48648,146.169,3,1,S4,False,0.0,0,1,False,-26.5,-26.47222,146.15,146.2,5.85,Candidate
49,-35.707716000000005,139.25096033333332,3,1,S3,False,0.0,0,2,False,-35.707748,-35.7077,139.2509,139.251,0.01,Candidate
113,-33.312224,141.71616,5,2,"S3,S4",True,0.0,0,6,False,-33.34167,-33.285,141.7069,141.7236,6.48,Priority
95,-33.9865975,144.22015,4,2,"S3,S4",True,0.0,0,3,False,-33.99306,-33.97833,144.2011,144.2403,3.96,Priority
45,-35.760998666666666,141.970837,6,2,"S3,S4",True,0.0,0,6,False,-35.77945,-35.7515,141.9553,141.9961,4.81,Priority
224,-28.558333333333334,148.4388889,3,1,S4,False,0.0,0,1,False,-28.575,-28.55,148.4166667,148.4666667,5.61,Candidate
