cluster_id,region,year,NDVI,NDWI,EVI,habitat_score,n_images,centroid_lat,centroid_lon,multi_source,has_breeding,habitat_tier,urban_fraction_pct,n_points,n_species,n_years,total_abundance,extent_km
271,Northern Basin,2020,0.26991913279460256,-0.42955476120703123,0.15314975794811242,-0.14976520360637774,6560,-26.432820993142524,146.6717087204505,,,,0.06278961848983823,7,25,7,,12.03
234,Northern Basin,2020,0.2033554418492195,-0.43810448175456473,0.11364048205948464,-0.18152051231305105,6560,-28.48999503376536,149.3437622236114,,,,0.0037577210362346094,6,17,8,,6.56
4,Southern Basin,2020,0.4975704326285546,-0.5423091144118465,0.30062041649743937,-0.12635729559568604,6560,-36.593810463962924,145.21505547523202,,,,1.7431294693922226,10,17,11,,10.73
130,Southern Basin,2020,0.26807926104370383,-0.5087394191896085,0.14725173433127192,-0.19801194709628356,6560,-32.519833742305515,144.67726564785156,,,,0.0028836858200098725,14,16,15,,17.55
218,Northern Basin,2020,0.2737070438132721,-0.5145145678127231,0.1484851359389971,-0.19922592316232496,6560,-28.52963857862867,144.30285502883092,,,,0.0,56,12,16,,34.15
180,Northern Basin,2020,0.29817731345852755,-0.545264665047252,0.1554279003573601,-0.20788787364494019,6560,-30.450460583200908,146.0595263889263,,,,0.014255597082870577,29,11,7,,30.78
258,Northern Basin,2020,0.24383257124121877,-0.45433702912153,0.1317037939575509,-0.1750691889764305,6560,-26.526727155273665,146.0250584696488,,,,0.07534347296313895,41,12,18,,24.26
166,Northern Basin,2020,0.4702718780220603,-0.5447113516371352,0.2305417061342564,-0.138718059773457,6560,-30.550851808383772,148.96649108234305,,,,0.009657180806714067,21,15,15,,27.99
179,Northern Basin,2020,0.19808117403368433,-0.4586968190330938,0.12224152847308332,-0.19598562180638252,6560,-30.506479133440312,145.12518115376255,,,,0.0,5,23,3,,4.43
120,Northern Basin,2020,0.6315582415089013,-0.635691459476948,0.34304157452644074,-0.1287915790826083,6560,-32.68652022293247,149.1856022122552,,,,0.0,3,13,1,,0.75
49,Southern Basin,2020,0.5244282484054565,-0.536778450012207,0.29941237940813636,-0.11229577064514157,6560,-35.70771723361596,139.25095993941153,,,,0.0,3,0,2,,0.01
65,Southern Basin,2020,0.33429528628177785,-0.4174237903224122,0.21504035753222228,-0.1167361596807362,6560,-34.53050005412377,144.56435599096173,,,,0.022645039664795395,78,25,15,,47.8
100,Lachlan Disconnected,2020,0.41316574428431935,-0.47227471875193044,0.2751391319064956,-0.1180985335374305,6560,-33.84685971288495,144.49282366349271,,,,4.162976786343543E-4,13,36,4,,12.1
104,Lachlan Disconnected,2020,0.4047035602322233,-0.459200397977387,0.23854412631332575,-0.11363881469354284,6560,-33.76817329543256,144.62953355992758,,,,0.0,3,12,1,,0.66
151,Southern Basin,2020,0.1514875152822349,-0.3269236696137239,0.11870819065086695,-0.13555919565534036,6560,-32.34074408225644,143.07160111210797,,,,0.0,3,8,8,,2.97
147,Southern Basin,2020,0.1415804007931706,-0.3158232300536415,0.11218966830339648,-0.13286177771491664,6560,-32.403176623269,142.6338896383468,,,,0.0,4,29,24,,7.68
245,Northern Basin,2020,0.30162768156544595,-0.43361129128449705,0.17324008537010602,-0.13951570214451983,6560,-28.43301373441088,150.82601109559505,,,,0.0,3,12,9,,2.63
144,Northern Basin,2020,0.47816159184798773,-0.5339605132527248,0.3006747271228541,-0.12911167121243974,6560,-32.42925899632445,148.72285442054581,,,,0.19821086838124638,3,23,35,,6.57
156,Southern Basin,2020,0.20123221762209076,-0.4723846259911065,0.12787380624735953,-0.2029378885458276,6560,-31.466283433598885,142.14140205735274,,,,0.0054861550959711385,6,18,1,,10.93
195,Northern Basin,2020,0.2722528901905165,-0.3860480783605765,0.14663438396042522,-0.12272769094013926,6560,-29.661202147127437,149.29250072910062,,,,0.06336247903835618,3,17,2,,5.66
171,Northern Basin,2020,0.22163470927352696,-0.3746524398972798,0.13603961038726373,-0.13613758022895708,6560,-30.56509481523497,148.04454608893246,,,,0.0,5,19,4,,8.13
148,Southern Basin,2020,0.1507943656128442,-0.3234822807573813,0.11620866781069907,-0.13377162220929106,6560,-32.4001877202304,142.77266641205472,,,,0.0,3,26,10,,4.15
0,Wimmera Disconnected,2020,0.2518516679311809,-0.376476743073253,0.15099013280672416,-0.12514537867147943,6560,-36.62095585308534,141.96907209182834,,,,0.0777653853162534,27,21,23,,13.67
223,Northern Basin,2020,0.2521814355234031,-0.509920768534453,0.13543636867725103,-0.20507988691131057,6560,-28.562862013466624,144.90429315457564,,,,0.0,7,21,11,,6.54
244,Northern Basin,2020,0.2144760557202858,-0.3214036798409898,0.12049686636118763,-0.10705178561647953,6560,-28.442201171454315,149.6458339966445,,,,0.0,3,17,17,,2.92
217,Northern Basin,2020,0.2614528226009233,-0.37020876932306374,0.145371234635174,-0.11754413255346893,6560,-28.532347771003145,148.15980508371558,,,,0.19405314279213745,57,12,9,,25.02
3,Southern Basin,2020,0.3947536819035004,-0.4989786373414865,0.20479738081511856,-0.1414857096434917,6560,-36.563737922007206,143.89718194151683,,,,1.704692894294134,21,24,29,,18.27
235,Northern Basin,2020,0.22500096116027266,-0.3706320062563963,0.13392784657856893,-0.1323788192897287,6560,-28.481284407860308,145.70041006022493,,,,0.0010474145106780023,16,6,11,,14.77
251,Northern Basin,2020,0.3413278095125542,-0.43916386046484623,0.172341186439473,-0.12696719247388605,6560,-26.556907824226503,150.76971428682003,,,,0.059688233115327435,58,18,14,,36.1
68,Southern Basin,2020,0.2715190044181766,-0.4583980603645754,0.15862837628961832,-0.16643123445147462,6560,-34.523644955185695,143.3093523179765,,,,8.877799615849534E-4,24,10,7,,17.32
132,Lachlan Disconnected,2020,0.25934515476533715,-0.5121840751855733,0.13659203070836742,-0.2035723832052091,6560,-32.4809711729911,145.02231932200547,,,,7.376699903274363E-4,46,13,14,,51.68
126,Southern Basin,2020,0.247189462517608,-0.5045828389708878,0.1455370641460015,-0.20387391837548952,6560,-32.57809874720707,143.5205809739376,,,,0.0,6,8,1,,6.22
131,Southern Basin,2020,0.26561771808183776,-0.5044588748750757,0.1499868489959916,-0.19642823769231027,6560,-32.528380010514525,144.12960878738338,,,,0.0032154247992991943,29,13,10,,27.22
175,Northern Basin,2020,0.6121935317183222,-0.6237966363508098,0.3574527446508938,-0.12940056912315698,6560,-30.516326464976316,150.7117575052784,,,,0.0022919707624075893,11,14,9,,16.47
236,Northern Basin,2020,0.2673242306057046,-0.41838092700163726,0.16379618878345337,-0.14409886395870053,6560,-28.489022738173585,150.68155538347472,,,,0.16419171249922487,5,16,8,,6.51
135,Lachlan Disconnected,2020,0.36403641426152983,-0.5488946648392358,0.19326195491634465,-0.18372223319892952,6560,-32.49154606078219,145.83126214415515,,,,0.02605304980638836,47,18,22,,53.07
263,Northern Basin,2020,0.29810623140254505,-0.41575681852266605,0.16096952020985708,-0.13021159855258158,6560,-26.48941373009237,151.03548931374993,,,,0.06148874436658769,12,19,17,,11.65
177,Northern Basin,2020,0.1845654480032897,-0.4466662708113089,0.12234598442687494,-0.1941735832854694,6560,-30.515167794278632,144.11275999053015,,,,0.0,6,8,5,,4.13
153,Northern Basin,2020,0.3191673764718832,-0.46499380111626293,0.19632347054171417,-0.15132933008100444,6560,-32.26088227595549,148.1353112656326,,,,0.042016221353499854,8,14,1,,13.98
227,Northern Basin,2020,0.18336667885225053,-0.35725886241201343,0.1205034422712051,-0.14100864590630785,6560,-28.465112356591725,146.1008575930393,,,,5.801228877725633E-4,23,17,25,,24.0
191,Northern Basin,2020,0.11491427965789948,-0.23600190391694195,0.09316844475057993,-0.09563543048700537,6560,-30.070464145427998,145.9825997223511,,,,0.0,3,18,1,,6.06
71,Southern Basin,2020,0.4159564733502073,-0.5251292309264097,0.22240763204458053,-0.14869494921576287,6560,-34.48368429525622,146.5327586159696,,,,0.28784419894895436,7,9,5,,12.56
89,Lachlan Disconnected,2020,0.36309415224190633,-0.4382431474636378,0.24078649907128052,-0.11770822758142013,6560,-34.16935429235431,144.36270093380094,,,,0.0,3,11,1,,1.42
83,Southern Basin,2020,0.4089398220115273,-0.49474928440919486,0.25099084642599423,-0.133273641840906,6560,-34.22287404873925,146.15159903937297,,,,0.31053621903809825,3,14,1,,4.41
2,Wimmera Disconnected,2020,0.2074078727194723,-0.3606578890290328,0.12472869607569781,-0.13343158432963073,6560,-36.59290538459189,142.6424076407675,,,,0.30012907420979373,10,17,13,,18.24
141,Southern Basin,2020,0.20069547870401808,-0.41420336871835406,0.12973491381657587,-0.16824382974940516,6560,-32.475010902600026,142.95862266771738,,,,0.004048270029635262,5,16,8,,11.22
145,Southern Basin,2020,0.19096183439047978,-0.47366187464703785,0.11261061470059931,-0.20781239103203075,6560,-32.41500621274557,143.4669391888487,,,,0.0,4,4,1,,5.42
163,Northern Basin,2020,0.3412323803886442,-0.4407725579881632,0.21343641852846643,-0.12797058263744024,6560,-30.61211383769263,147.66400099160998,,,,0.0019762960724021865,3,7,1,,7.38
252,Northern Basin,2020,0.38098947507415504,-0.4681428043216075,0.18132686547841012,-0.12848989256330245,6560,-26.55479611795656,150.30678984303984,,,,0.06847428383225172,65,9,8,,53.11
222,Northern Basin,2020,0.1787368139284146,-0.46018165694668495,0.10182668224538165,-0.2046142685966451,6560,-28.56802457044159,147.22794392194368,,,,0.0,4,5,5,,3.61
216,Northern Basin,2020,0.2595361746572433,-0.37422946976011223,0.14826091126221846,-0.12072321199317002,6560,-28.579247314300876,147.99956567347732,,,,0.03370563466433089,11,9,3,,19.33
124,Southern Basin,2020,0.23028969136431668,-0.4608280344399928,0.1428648036140403,-0.184380944118269,6560,-32.62425656385572,143.85926515832296,,,,0.0,4,7,5,,2.1
125,Southern Basin,2020,0.2400203772415551,-0.5219285073650375,0.13145225902300434,-0.21714895352240046,6560,-32.58944653407655,144.52851136939663,,,,0.0,7,15,13,,9.59
221,Northern Basin,2020,0.22088946210713167,-0.3800974167688111,0.13974791231131786,-0.13970266521843397,6560,-28.579260432041313,145.8425649844291,,,,0.0,3,6,7,,3.87
155,Northern Basin,2020,0.37160913079122126,-0.43760142183632034,0.2387453486157902,-0.11391720078530365,6560,-32.16694424445423,148.39519928583692,,,,0.26615252295712943,3,16,1,,4.48
123,Southern Basin,2020,0.24226611371452197,-0.5040290149831593,0.13024119625802935,-0.20551096350408682,6560,-32.588238972078784,144.37017107166088,,,,0.0,9,6,6,,13.44
140,Northern Basin,2020,0.6024878027339265,-0.607774266867902,0.3923891305236598,-0.12366943902717059,6560,-32.502567451714,149.58120216330903,,,,0.447645443034713,14,5,3,,18.9
70,Southern Basin,2020,0.19289122158773692,-0.4436938090636414,0.10978169623262471,-0.18905979680309004,6560,-34.5211152863588,140.4888847058167,,,,0.02446333655367304,4,4,1,,8.39
230,Northern Basin,2020,0.20344949298371245,-0.45341034005540093,0.11516031917003433,-0.19066640683975555,6560,-28.475630104763482,147.49078485205155,,,,0.0,19,5,2,,16.96
18,Southern Basin,2020,0.6120028211638936,-0.6190153646432127,0.35710440868010707,-0.12660809032037018,6560,-36.502567636405146,145.59094782088025,,,,0.16123053989191488,8,13,3,,9.25
254,Northern Basin,2020,0.4174123525291432,-0.49725489440846427,0.19509609153294424,-0.13138799563342127,6560,-26.60470588975841,150.3321624995054,,,,0.034637037801718194,6,13,9,,3.08
185,Northern Basin,2020,0.14116904624469248,-0.47834066921195245,0.08317556881441959,-0.23053678302929445,6560,-30.47444798698685,143.52777516558024,,,,0.0,5,4,2,,6.4
229,Northern Basin,2020,0.20644648909456725,-0.39236593891486377,0.13120185268054957,-0.15284096771109135,6560,-28.49825003631421,146.37267678350747,,,,0.005397491373009622,16,9,17,,20.26
28,Southern Basin,2020,0.694016577872501,-0.6664327803019796,0.3558614424396598,-0.12225303703218732,6560,-36.36946887327191,146.7391313073495,,,,0.5868585438313829,10,14,18,,6.78
173,Northern Basin,2020,0.40327547810490816,-0.5476243996673372,0.19388129795033446,-0.16726444855843903,6560,-30.51580809939653,146.6540832294005,,,,0.0,7,9,8,,10.55
260,Northern Basin,2020,0.266995580626131,-0.46198266015786926,0.14625076539051654,-0.17039136384426914,6560,-26.522538392696834,146.39848440964175,,,,7.891171628615004E-4,22,12,19,,27.73
119,Northern Basin,2020,0.4132775532881306,-0.5241597129824938,0.2558417673206966,-0.149184806474244,6560,-32.687730900634314,148.1423451783925,,,,0.09928587185081238,7,6,1,,16.22
241,Northern Basin,2020,0.22268248220711345,-0.49109717935037256,0.12394764947128512,-0.20558531472737818,6560,-28.416456083509214,147.28361229913673,,,,0.0,11,5,9,,11.14
269,Northern Basin,2020,0.1940000406129418,-0.40323641285207057,0.1080876158243416,-0.16434183146606562,6560,-26.476018026401192,145.4390660729698,,,,0.0,3,4,5,,5.0
5,Wimmera Disconnected,2020,0.21462538944415194,-0.35543253130651503,0.13744234353560877,-0.12740936300624822,6560,-36.60120303968699,142.36990259053402,,,,3.415065569599953,5,6,1,,4.6
257,Northern Basin,2020,0.2680293132369713,-0.45075970129540655,0.15825989087774078,-0.16324409548245536,6560,-26.534164343599233,146.6221378363626,,,,0.0,6,11,16,,10.23
76,Wimmera Disconnected,2020,0.3618655922781676,-0.5093207487913056,0.24007971327121633,-0.1608462123635163,6560,-34.37277769793414,142.15832206916878,,,,0.24692458969482012,4,5,1,,7.9
262,Northern Basin,2020,0.2744892154621217,-0.39890165746695533,0.15083949038532904,-0.1295453082953245,6560,-26.511391258397566,151.16667794631593,,,,0.01902021289212407,4,8,1,,4.44
213,Northern Basin,2020,0.250126893380179,-0.4834036364841014,0.13646832271699874,-0.18999142453838921,6560,-28.656981098400454,144.86712220129672,,,,0.0,5,4,1,,4.72
168,Northern Basin,2020,0.6066191410458572,-0.617613120620674,0.417039238402231,-0.12792021595406144,6560,-30.583057090057604,150.4383876130912,,,,0.0,3,2,1,,2.84
133,Lachlan Disconnected,2020,0.2883668351047331,-0.495899337875439,0.16564661172743195,-0.18219286868337012,6560,-32.56249524244031,145.01788991814624,,,,0.0,3,6,1,,3.69
118,Northern Basin,2020,0.3518072739407322,-0.46077871331718845,0.20926995979681356,-0.13574431841402015,6560,-32.90435339261042,148.09016665095928,,,,0.28939440835128855,3,8,1,,7.19
190,Northern Basin,2020,0.22541390555464336,-0.4894881593494362,0.12884676130002548,-0.20352733338780438,6560,-30.118680245620524,144.96542048781555,,,,0.0,4,4,1,,11.69
77,Southern Basin,2020,0.27392329202993293,-0.44051411293010556,0.16056161329552096,-0.15473915094609014,6560,-34.36881908193087,147.05504702990947,,,,0.2271993465135791,11,3,2,,12.5
19,Wimmera Disconnected,2020,0.19732167005643853,-0.34619633584262993,0.1259427678079273,-0.12878913348300253,6560,-36.4913335280862,142.4446228221447,,,,0.27314795707921413,5,3,2,,7.83
79,Southern Basin,2020,0.2698021611631986,-0.41451726663509064,0.1757013065261842,-0.1407894955157749,6560,-34.36833133099326,144.9238997116025,,,,0.0,3,2,1,,1.63
182,Northern Basin,2020,0.3044804106205005,-0.526128179633127,0.1440009425747084,-0.19388474353167595,6560,-30.4708500825012,146.4287229690581,,,,0.005199293864738394,12,5,12,,18.98
233,Northern Basin,2020,0.25692397663846284,-0.37941250526503517,0.16841805647968666,-0.12487791250363596,6560,-28.499946344234672,150.44594625036098,,,,0.6130298362281372,4,4,2,,5.94
122,Southern Basin,2020,0.2658589555338983,-0.5099457689621065,0.14504919094055987,-0.19962387916370455,6560,-32.63517602988736,143.9701445241063,,,,0.0,4,1,2,,4.49
134,Lachlan Disconnected,2020,0.4763532408517102,-0.5576960095200201,0.2536077288482156,-0.14407630937132795,6560,-32.56915622927274,146.94621877104103,,,,0.038190393242732504,6,3,1,,13.0
183,Northern Basin,2020,0.39331781888842826,-0.49155042633742735,0.23120051268319397,-0.1376031282470851,6560,-30.47827269431488,149.1392374151787,,,,0.007824035418395818,5,5,1,,7.31
176,Northern Basin,2020,0.5127709619179276,-0.5492531340162032,0.21373657272473134,-0.12444349564255089,6560,-30.517825031413864,149.40270592097278,,,,0.0,10,4,2,,13.56
146,Southern Basin,2020,0.21980260916659647,-0.47932308102393517,0.13010670740968866,-0.1996728049477225,6560,-32.42870986650814,143.6546416956674,,,,0.0,3,5,5,,5.67
259,Northern Basin,2020,0.3262722854793092,-0.45331063590487863,0.17438018073462908,-0.14147746735120345,6560,-26.520293411675848,146.75087955841877,,,,0.0,9,5,2,,12.0
11,Southern Basin,2020,0.36809287975371174,-0.4839243100397949,0.22074514851112595,-0.14311743412239222,6560,-36.56082144730341,144.25571243014852,,,,0.3155024228901608,5,3,2,,8.57
238,Northern Basin,2020,0.2027954102281466,-0.4864868792283369,0.11590626143882646,-0.21077396344574345,6560,-28.45845852064964,144.4832267740213,,,,0.0,8,2,6,,10.87
13,Southern Basin,2020,0.669783562863868,-0.6360566928725763,0.4499569275231544,-0.11372059057799855,6560,-36.5244469637071,146.23279271838294,,,,0.5735677532359581,3,6,5,,5.04
174,Northern Basin,2020,0.5855138124311646,-0.6117617379475719,0.36752359006900404,-0.13285151779607732,6560,-30.486175402933068,150.4665307365819,,,,0.1316266760075631,12,2,1,,13.03
248,Northern Basin,2020,0.18875738329845215,-0.3769765365990328,0.116638718343579,-0.1506829686400388,6560,-28.423426392383984,146.98332211066105,,,,0.0,3,2,1,,6.69
15,Wimmera Disconnected,2020,0.33453046263364516,-0.48260290992639365,0.19897476225195376,-0.1557495609023781,6560,-36.50691865110461,143.5037033410514,,,,0.23699198006579653,5,5,3,,9.09
162,Northern Basin,2020,0.2457584467803307,-0.41066911943375656,0.15907570471121238,-0.14809809294812162,6560,-30.62389535002289,147.10653832012588,,,,0.0,5,2,1,,11.27
265,Northern Basin,2020,0.25601506016922976,-0.3839227775116094,0.1476675352934718,-0.12794764243927376,6560,-26.491825160226817,148.9234931442528,,,,0.0329690362568896,4,4,4,,5.65
267,Northern Basin,2020,0.25069992743064684,-0.435160720281302,0.127815458652622,-0.16081646119652246,6560,-26.49125804104311,144.99525430652986,,,,0.0,3,2,12,,5.37
255,Northern Basin,2020,0.24385813035190465,-0.4541715675276237,0.1333656893585543,-0.17495968837581233,6560,-26.570200864131834,145.84976791615148,,,,0.019568108399987853,6,3,1,,5.7
239,Northern Basin,2020,0.2640453160034461,-0.39955769635091115,0.1520960079659021,-0.1341164914091682,6560,-28.451562643177834,148.59583480811537,,,,0.010922388962227325,10,3,2,,15.94
14,Southern Basin,2020,0.731662573121149,-0.729836781514364,0.35021417509694214,-0.14523703966015883,6560,-36.51944682566375,146.93333415569066,,,,0.0,3,5,1,,5.04
149,Lachlan Disconnected,2020,0.38287880798749896,-0.5569517724442221,0.2068167824417844,-0.18101954027153366,6560,-32.38699959684822,146.23728081499522,,,,0.0,5,1,3,,10.11
75,Lachlan Disconnected,2020,0.72825699559939,-0.6989383873575783,0.45645206918349174,-0.128060234174791,6560,-34.387499821758894,149.72732292153563,,,,0.0,3,2,1,,3.2
16,Southern Basin,2020,0.39740219456760606,-0.5100869840443982,0.22074008135041348,-0.1470913125995965,6560,-36.50622526824205,143.70167127763273,,,,0.17731184975876405,4,3,2,,9.09
261,Northern Basin,2020,0.25835893011454397,-0.48416247642058813,0.13561515049513265,-0.18715391380653526,6560,-26.53822485515291,145.42911227992815,,,,0.0,3,2,1,,6.46
138,Lachlan Disconnected,2020,0.35326385313425085,-0.5515180200451072,0.21062635332293206,-0.18960527077336395,6560,-32.544448278363674,146.6888918882428,,,,0.0,3,3,1,,6.37
266,Northern Basin,2020,0.2753926663273662,-0.4676211642370902,0.1261757066202773,-0.17041563201130766,6560,-26.49148580170649,145.3355336697181,,,,0.0,6,1,2,,8.86
237,Northern Basin,2020,0.33101175744412475,-0.5206108082125804,0.1807708661561744,-0.17996178194989834,6560,-28.48907193585345,144.60862184229092,,,,0.0,4,2,7,,2.51
136,Lachlan Disconnected,2020,0.3943298220910926,-0.5491862835215617,0.23781002504432655,-0.17177984127649998,6560,-32.54074073414157,146.75740691903286,,,,0.0,4,2,3,,7.56
220,Northern Basin,2020,0.22019202822393819,-0.4116479928265525,0.13649941681713335,-0.1589119844063562,6560,-28.53722235867652,147.76195481179684,,,,0.003013999011285402,15,3,7,,30.21
8,Southern Basin,2020,0.6734217481768887,-0.6328178449579454,0.4138343427129153,-0.11032200770401168,6560,-36.58990741530415,146.17667627128952,,,,0.020459939438579242,3,3,1,,4.2
228,Northern Basin,2020,0.24300697726894177,-0.506616650273334,0.1298920357490249,-0.20676719925642367,6560,-28.494712037563684,144.72364874269624,,,,0.0,6,2,9,,10.7
20,Wimmera Disconnected,2020,0.19140780049246583,-0.34477320514625626,0.12220507401546984,-0.1303008028907674,6560,-36.48666918312899,142.61212388414046,,,,0.6055875052064208,6,4,2,,10.85
