Program,SamplePoint,Description,Latitude,Longitude,SampleDate,sampleDateStart,sampleDateEnd,evaluationCode,speciesCode,speciesName,vegCommunity,abundance,breedEvidence,prop_surveyed,Comments,survey_date,year,month,water_year
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,208.0,Anas (anas),Not recorded,12,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,211.0,Anas (nettion),Not recorded,1,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,8731.0,Anhinga novaehollandiae,Not recorded,1,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,186.0,Ardea (mesophoyx),Not recorded,1,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,977.0,Bubulcus ibis,Not recorded,13,False,0.04,Breeding plumage,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,232.0,Elanus axillaris,Not recorded,2,False,0.04,Flyover,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,183.0,Ephippiorhynchus (ephippiorhynchus),Not recorded,1,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,228.0,Haliastur sphenurus,Not recorded,2,False,0.04,Flyover,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,181.0,Platalea (platalea),Not recorded,1,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,182.0,Platalea (platibis),Not recorded,3,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,178.0,Plegadis falcinellus,Not recorded,12,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,58.0,Porphyrio (porphyrio),Not recorded,2,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-06 0:00,2023-11-06 18:45,2023-11-06 19:10,E1,133.0,Vanellus (lobipluvia),Not recorded,3,False,0.04,,2023-11-06 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,,Unidentified small,Not recorded,1,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,8712.0,Ardea alba,Not recorded,1,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,188.0,Egretta novaehollandiae,Not recorded,2,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,144.0,Elseyornis melanops,Not recorded,5,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,97.0,Phalacrocorax (phalacrocorax),Not recorded,3,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2023-11-07 0:00,2023-11-07 18:10,2023-11-07 18:40,E1,,Unidentified raptor,Not recorded,1,False,0.04,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,238.0,Falco (hierofalco),Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,524.0,Acrocephalus (acrocephalus),Not recorded,2,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,208.0,Anas (anas),Not recorded,118,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,224.0,Aquila (uroaetus),Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,219.0,Circus approximans,Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,56.0,Gallinula (gallinula),Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,228.0,Haliastur sphenurus,Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,100.0,Microcarbo melanoleucos,Not recorded,2,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,106.0,Pelecanus conspicillatus,Not recorded,10,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,96.0,Phalacrocorax (phalacrocorax),Not recorded,1,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-04 0:00,2024-03-04 17:02,2024-03-04 18:02,E1,179.0,Threskiornis molucca,Not recorded,6,False,0.04,,2024-03-04 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,525.0,Cisticola (cisticola),Not recorded,2,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,205.0,Dendrocygna (leptotarsis),Not recorded,102,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,183.0,Ephippiorhynchus (ephippiorhynchus),Not recorded,1,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,59.0,Fulica atra,Not recorded,7,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,97.0,Phalacrocorax (phalacrocorax),Not recorded,4,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,182.0,Platalea (platibis),Not recorded,1,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,58.0,Porphyrio (porphyrio),Not recorded,3,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-06 0:00,2024-03-06 15:23,2024-03-06 15:52,E1,133.0,Vanellus (lobipluvia),Not recorded,2,False,0.04,,2024-03-06 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,46.0,Gallirallus (hypotaenidia),Not recorded,1,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,,Unidentified raptor,Not recorded,1,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,211.0,Anas (nettion),Not recorded,12,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,8731.0,Anhinga novaehollandiae,Not recorded,2,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,8712.0,Ardea alba,Not recorded,5,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,203.0,Cygnus (chenopis),Not recorded,2,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,188.0,Egretta novaehollandiae,Not recorded,3,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,232.0,Elanus axillaris,Not recorded,1,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,8703.0,Ixobrychus dubius,Not recorded,1,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,522.0,Megalurus gramineus,Not recorded,3,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNBH,Gwydir River System>Bunnor Bird Hide,-29.27511,149.382317,2024-03-07 0:00,2024-03-07 7:28,2024-03-07 7:56,E1,181.0,Platalea (platalea),Not recorded,7,False,0.04,,2024-03-07 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,186.0,Ardea (mesophoyx),Not recorded,3,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,525.0,Cisticola (cisticola),Not recorded,3,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,100.0,Microcarbo melanoleucos,Not recorded,14,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,97.0,Phalacrocorax (phalacrocorax),Not recorded,2,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,99.0,Phalacrocorax (phalacrocorax),Not recorded,1,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,58.0,Porphyrio (porphyrio),Not recorded,1,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,180.0,Threskiornis spinicollis,Not recorded,85,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,8712.0,Ardea alba,Not recorded,1,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2022-12-06 17:50,2022-12-06 17:50,2022-12-06 18:10,E1,179.0,Threskiornis molucca,Not recorded,2,False,0.08,,2022-12-06 17:50:00,2022,12,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,186.0,Ardea (mesophoyx),Not recorded,1,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,525.0,Cisticola (cisticola),Not recorded,2,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,228.0,Haliastur sphenurus,Not recorded,2,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,192.0,Nycticorax caledonicus,Not recorded,1,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,178.0,Plegadis falcinellus,Not recorded,1,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,180.0,Threskiornis spinicollis,Not recorded,144,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,524.0,Acrocephalus (acrocephalus),Not recorded,1,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-01-10 16:10,2023-01-10 16:10,2023-01-10 16:31,E1,179.0,Threskiornis molucca,Not recorded,2,False,0.08,,2023-01-10 16:10:00,2023,1,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,524.0,Acrocephalus (acrocephalus),Not recorded,6,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,8712.0,Ardea alba,Not recorded,1,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,525.0,Cisticola (cisticola),Not recorded,2,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,232.0,Elanus axillaris,Not recorded,1,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,522.0,Megalurus gramineus,Not recorded,1,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,100.0,Microcarbo melanoleucos,Not recorded,1,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,181.0,Platalea (platalea),Not recorded,3,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,58.0,Porphyrio (porphyrio),Not recorded,5,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,179.0,Threskiornis molucca,Not recorded,3,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-02-08 18:01,2023-02-08 18:01,2023-02-08 18:30,E1,180.0,Threskiornis spinicollis,Not recorded,70,False,0.08,,2023-02-08 18:01:00,2023,2,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-06 18:50,2023-03-06 18:50,2023-03-06 19:10,E1,186.0,Ardea (mesophoyx),Not recorded,2,True,0.08,,2023-03-06 18:50:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-06 18:50,2023-03-06 18:50,2023-03-06 19:10,E1,188.0,Egretta novaehollandiae,Not recorded,1,False,0.08,,2023-03-06 18:50:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-06 18:50,2023-03-06 18:50,2023-03-06 19:10,E1,232.0,Elanus axillaris,Not recorded,1,False,0.08,,2023-03-06 18:50:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-06 18:50,2023-03-06 18:50,2023-03-06 19:10,E1,56.0,Gallinula (gallinula),Not recorded,1,False,0.08,,2023-03-06 18:50:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,199.0,Anseranas semipalmata,Not recorded,18,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,240.0,Falco (tinnunculus),Not recorded,1,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,228.0,Haliastur sphenurus,Not recorded,2,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,100.0,Microcarbo melanoleucos,Not recorded,3,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,58.0,Porphyrio (porphyrio),Not recorded,3,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-03-07 10:25,2023-03-07 10:25,2023-03-07 10:45,E1,179.0,Threskiornis molucca,Not recorded,4,False,0.08,,2023-03-07 10:25:00,2023,3,2023
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-11-07 0:00,2023-11-07 17:23,2023-11-07 17:43,E1,525.0,Cisticola (cisticola),Not recorded,2,False,0.08,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-11-07 0:00,2023-11-07 17:23,2023-11-07 17:43,E1,232.0,Elanus axillaris,Not recorded,2,False,0.08,,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2023-11-07 0:00,2023-11-07 17:23,2023-11-07 17:43,E1,228.0,Haliastur sphenurus,Not recorded,1,False,0.08,Flyover,2023-11-07 00:00:00,2023,11,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2024-03-05 0:00,2024-03-05 16:07,2024-03-05 16:27,E1,525.0,Cisticola (cisticola),Not recorded,1,False,0.08,,2024-03-05 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2024-03-05 0:00,2024-03-05 16:07,2024-03-05 16:27,E1,232.0,Elanus axillaris,Not recorded,2,False,0.08,,2024-03-05 00:00:00,2024,3,2024
Gwydir River System,GWY_BUNWC,Gwydir River System>Bunnor Water Couch,-29.274729,149.383456,2024-03-05 0:00,2024-03-05 16:07,2024-03-05 16:27,E1,522.0,Megalurus gramineus,Not recorded,2,False,0.08,,2024-03-05 00:00:00,2024,3,2024
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2014-12-03 0:00,2014-12-03 11:28,2014-12-03 11:48,E1,228.0,Haliastur sphenurus,River cooba,1,False,0.01,F1.11: River Cooba Woodland Floodplain,2014-12-03 00:00:00,2014,12,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2014-12-03 0:00,2014-12-03 11:28,2014-12-03 11:48,E1,326.0,Todiramphus (todiramphus),River cooba,4,False,0.01,F1.11: River Cooba Woodland Floodplain,2014-12-03 00:00:00,2014,12,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,208.0,Anas (anas),River cooba,4,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,8731.0,Anhinga novaehollandiae,River cooba,1,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,224.0,Aquila (uroaetus),River cooba,4,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,189.0,Ardea (ardea),River cooba,14,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,202.0,Chenonetta jubata,River cooba,5,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,188.0,Egretta novaehollandiae,River cooba,3,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
Gwydir River System,GWY_COOD,Gwydir River System>Coombah Dam,-29.60682,149.310636,2015-03-05 0:00,2015-03-05 15:45,2015-03-05 16:05,E1,182.0,Platalea (platibis),River cooba,1,False,0.3,F1.11: River Cooba Woodland Floodplain,2015-03-05 00:00:00,2015,3,2015
