cluster_id,region,year,NDVI,NDWI,EVI,habitat_score,n_images,centroid_lat,centroid_lon,multi_source,has_breeding,habitat_tier,urban_fraction_pct,n_points,n_species,n_years,total_abundance,extent_km
189,Northern Basin,2016,0.4195428131569691,-0.5281349555149911,0.23287090465824517,-0.149063848046207,1140,-30.150203968225355,145.42527429190957,,,,0.0,8,47,10,,10.87
198,Northern Basin,2016,0.35621257072569157,-0.46358835830721934,0.21107518603685038,-0.13566798669405497,1140,-29.5774101223222,148.97451863610823,,,,0.0,5,32,2,,3.47
66,Southern Basin,2016,0.477170440656216,-0.5505919823332527,0.3068638874261394,-0.1394870131374652,1140,-34.48502693989819,145.22717985155194,,,,0.24995276215823417,254,45,25,,82.27
207,Northern Basin,2016,0.19846001827720125,-0.33528261623052863,0.12249526367008211,-0.12178556242743667,1140,-29.315646600911947,149.2588731365815,,,,0.0,3,34,7,,3.73
53,"Coorong, Lower Lakes and Murray Mouth Ramsar site",2016,-0.24048607503125513,0.23416563584336356,-0.07806453593513682,0.04430495149351607,1140,-35.44365464149718,139.15951522420974,,,,0.0,6,56,9,,10.78
157,Northern Basin,2016,0.35869920173706155,-0.47760267506453685,0.20347037046201485,-0.14308192434389747,1140,-30.868537256536122,147.60946168868392,,,,0.0,3,34,3,,4.21
92,Wimmera Disconnected,2016,0.24468923701811718,-0.3127803325317385,0.1545751573270151,-0.08979250471179621,1140,-34.11892216028266,141.15745487500297,,,,0.0,4,42,4,,4.39
41,"Coorong, Lower Lakes and Murray Mouth Ramsar site",2016,-0.24570889204676397,0.4846191579709454,-0.035443044856461915,0.19248793796386165,1140,-35.9099062587872,139.41209846711646,,,,0.0,3,31,2,,0.33
31,Southern Basin,2016,0.40138371743868145,-0.4209749218433414,0.22900182801645166,-0.09203146613053223,1140,-36.27981416577073,139.72859988365445,,,,0.650954390120106,3,18,2,,2.54
35,Wimmera Disconnected,2016,0.026166208979228264,-0.0925245320667391,0.01894683929394503,-0.045048235648352156,1140,-36.05130735373462,141.90585228001228,,,,0.0,3,29,4,,0.26
29,"Coorong, Lower Lakes and Murray Mouth Ramsar site",2016,0.13741138244796738,-0.13747553560766967,0.10348519662091701,-0.027520768385414854,1140,-36.34990973850532,139.754266240367,,,,0.008285082205885272,3,30,29,,4.84
211,Northern Basin,2016,0.08562844241746341,-0.2736706844334977,0.04784585375824505,-0.12995103369311323,1140,-28.988890958657397,144.83120113976025,,,,0.0,3,26,1,,2.0
114,Southern Basin,2016,0.1401782365388569,-0.2120823860287469,0.0995542815327145,-0.07117813700170539,1140,-33.30325602366254,141.99908952532817,,,,0.0,8,19,4,,1.71
17,Southern Basin,2016,0.6130910629539891,-0.619153400500102,0.41613796108323076,-0.1262556151184656,1140,-36.50940885626763,147.069146542815,,,,1.7785570735964162,4,13,1,,3.19
23,"Coorong, Lower Lakes and Murray Mouth Ramsar site",2016,-0.04795872948927221,0.0845869210905858,-0.22240146280090373,0.03156866085864259,1140,-36.45909977101012,139.80078860312526,,,,0.0,4,23,35,,7.43
6,Wimmera Disconnected,2016,0.17612123033425606,-0.3420968133864925,0.10718118474912784,-0.13480959589819308,1140,-36.49763924998229,143.06477541915888,,,,0.4031444916015211,127,36,28,,59.99
169,Northern Basin,2016,0.24926131136419727,-0.3771896268251579,0.15106082574881058,-0.12660925154941582,1140,-30.480184655715306,148.14947113841924,,,,0.024840171289737978,216,29,28,,119.18
250,Northern Basin,2016,0.3383886947969616,-0.4417825690181704,0.1862124045252468,-0.1297140634921176,1140,-26.53955210676799,148.52796566562358,,,,0.27685697363622996,961,29,30,,301.33
219,Northern Basin,2016,0.24281013092956905,-0.3630947385473868,0.15164594728418201,-0.12073279075660444,1140,-28.538944676653117,148.84670984149105,,,,0.07783320374279186,37,31,20,,34.79
21,Southern Basin,2016,0.2815652369335549,-0.43718815894837004,0.17628674164771696,-0.14968680059560008,1140,-36.4294295499165,144.18884846816303,,,,0.22011320470908974,61,25,37,,36.29
164,Northern Basin,2016,0.3677169129253435,-0.4730074896125193,0.20084071242002596,-0.13671772859737422,1140,-30.50772286777716,150.0031058273611,,,,0.18486997057504206,142,23,33,,43.58
127,Lachlan Disconnected,2016,0.2903667348785664,-0.4469869872619029,0.15872338204363903,-0.15204549840571513,1140,-32.4639723490915,147.3709106332526,,,,0.07328045415817956,515,28,18,,216.96
243,Northern Basin,2016,0.22181379704071613,-0.44299144603799084,0.13912364694022797,-0.17706934880650801,1140,-28.406338003405992,146.69024787090729,,,,9.254517703271452E-4,55,25,14,,36.53
12,Wimmera Disconnected,2016,0.21928236154928052,-0.35098769671747754,0.14416570347186108,-0.1228796734107743,1140,-36.4203150616171,141.90758520525958,,,,1.0348897780963147,67,20,24,,38.86
247,Northern Basin,2016,0.27986917434353487,-0.3791383821601619,0.16855912909782525,-0.11553535955868317,1140,-28.390045434756978,148.31380102940943,,,,0.019113021623339454,19,20,27,,21.12
25,Southern Basin,2016,0.6088050348549003,-0.6056593209714591,0.4190280358480663,-0.1198735786409153,1140,-36.43833531681675,146.44396348626012,,,,1.116642383757333,7,25,27,,12.17
215,Northern Basin,2016,0.21290283142182734,-0.4929970240558134,0.10936466935516542,-0.2106370818647571,1140,-28.535008275789483,145.0776735169304,,,,4.7471345556814693E-4,102,25,17,,41.84
10,Southern Basin,2016,0.6653551607597712,-0.6496732147594305,0.4342995756841457,-0.12366186455174982,1140,-36.54331443642372,146.6094899348219,,,,0.7094708742951525,43,21,18,,56.37
231,Northern Basin,2016,0.26638819940237557,-0.3986057322029016,0.15982349827192904,-0.1326081595607907,1140,-28.47128248665361,148.83077921382423,,,,0.2986894798311825,13,19,25,,14.23
242,Northern Basin,2016,0.2903507576617792,-0.38186066109291067,0.17349577492392218,-0.11297609359103472,1140,-28.41961942240718,150.2157628475134,,,,0.02448679593837623,5,17,7,,10.28
165,Northern Basin,2016,0.5373705421862964,-0.5727700275473329,0.271855339611302,-0.12871379965388113,1140,-30.50541708578207,151.24388460919099,,,,0.1183004452218209,106,16,10,,65.05
226,Northern Basin,2016,0.1975851844755773,-0.4759163149301034,0.09794582567089782,-0.20651571516783113,1140,-28.53051769574989,145.4382457860743,,,,0.0028118348640811136,22,16,18,,20.73
24,Southern Basin,2016,0.40644706882143994,-0.5111353696621568,0.20210772267949917,-0.14410239426871807,1140,-36.404969209624504,149.13795565774876,,,,0.05578708771287865,23,14,12,,21.88
69,Lachlan Disconnected,2016,0.6893822781345504,-0.6626315810321414,0.5289067482667021,-0.12182603736546466,1140,-34.46168657057093,149.29021031916128,,,,0.23639411570320515,160,12,12,,55.54
26,Wimmera Disconnected,2016,0.19268882853046926,-0.3379024873967842,0.1295380710323096,-0.12566596102588282,1140,-36.40354127564604,141.56530145153067,,,,0.3013384621401199,11,19,23,,15.49
186,Northern Basin,2016,0.35231627385123604,-0.4647017212722757,0.1963305476737627,-0.13789452322287096,1140,-30.40250567807555,149.5884093135249,,,,0.1614855587110129,63,11,26,,42.31
271,Northern Basin,2016,0.34160145845306505,-0.48061917176226593,0.19648570929354603,-0.1517309196761335,1140,-26.432820993142524,146.6717087204505,,,,0.06278961848983823,7,25,7,,12.03
234,Northern Basin,2016,0.22462503369908934,-0.4173516754196456,0.1294979959660408,-0.1605609917721516,1140,-28.48999503376536,149.3437622236114,,,,0.0037577210362346094,6,17,8,,6.56
4,Southern Basin,2016,0.4480806288872454,-0.5297332371689685,0.2817376256902783,-0.13860769074648288,1140,-36.593810463962924,145.21505547523202,,,,1.7431294693922226,10,17,11,,10.73
130,Southern Basin,2016,0.3469133842366502,-0.542063125925205,0.18765235054424567,-0.18647252186046293,1140,-32.519833742305515,144.67726564785156,,,,0.0028836858200098725,14,16,15,,17.55
218,Northern Basin,2016,0.2418322062645735,-0.5028352090887799,0.126993558527898,-0.20496824294743854,1140,-28.52963857862867,144.30285502883092,,,,0.0,56,12,16,,34.15
180,Northern Basin,2016,0.39966607872535204,-0.5834030621588469,0.18865549727789593,-0.19017540580516726,1140,-30.450460583200908,146.0595263889263,,,,0.014255597082870577,29,11,7,,30.78
258,Northern Basin,2016,0.2826941139312037,-0.47196711843642225,0.15024369828546552,-0.17010262548937186,1140,-26.526727155273665,146.0250584696488,,,,0.07534347296313895,41,12,18,,24.26
166,Northern Basin,2016,0.42068872429041154,-0.5092515772874591,0.2037057317103022,-0.1372754566563108,1140,-30.550851808383772,148.96649108234305,,,,0.009657180806714067,21,15,15,,27.99
179,Northern Basin,2016,0.2536424861643587,-0.47306482400521416,0.14718354763041874,-0.18238189993738502,1140,-30.506479133440312,145.12518115376255,,,,0.0,5,23,3,,4.43
120,Northern Basin,2016,0.5547442651353778,-0.5932134898379444,0.3065362810100976,-0.1340303878486155,1140,-32.68652022293247,149.1856022122552,,,,0.0,3,13,1,,0.75
49,Southern Basin,2016,0.4245862066745758,-0.5010170936584473,0.29573590644493386,-0.13077577352523803,1140,-35.70771723361596,139.25095993941153,,,,0.0,3,0,2,,0.01
65,Southern Basin,2016,0.5323670464208248,-0.5460511942170254,0.3128968299534773,-0.11468389796188533,1140,-34.53050005412377,144.56435599096173,,,,0.022645039664795395,78,25,15,,47.8
100,Lachlan Disconnected,2016,0.5293177826106519,-0.5705953894875938,0.35543329419470704,-0.13063012064829552,1140,-33.84685971288495,144.49282366349271,,,,4.162976786343543E-4,13,36,4,,12.1
104,Lachlan Disconnected,2016,0.4941487154211059,-0.49708255704708443,0.2892421608812242,-0.10059004805980826,1140,-33.76817329543256,144.62953355992758,,,,0.0,3,12,1,,0.66
151,Southern Basin,2016,0.3474669941516754,-0.4399252664926708,0.2263507830998168,-0.1249683622349323,1140,-32.34074408225644,143.07160111210797,,,,0.0,3,8,8,,2.97
147,Southern Basin,2016,0.32210044731457516,-0.4198340293804106,0.21677861768706386,-0.12306023870241625,1140,-32.403176623269,142.6338896383468,,,,0.0,4,29,24,,7.68
245,Northern Basin,2016,0.35815386859247045,-0.4658027600396326,0.19580205270354492,-0.13622010858679137,1140,-28.43301373441088,150.82601109559505,,,,0.0,3,12,9,,2.63
144,Northern Basin,2016,0.35611383920268486,-0.45940828331673855,0.2165139040066681,-0.13319943430896916,1140,-32.42925899632445,148.72285442054581,,,,0.19821086838124638,3,23,35,,6.57
156,Southern Basin,2016,0.2643216412759998,-0.48766419055102167,0.1587065571804741,-0.1868698578202131,1140,-31.466283433598885,142.14140205735274,,,,0.0054861550959711385,6,18,1,,10.93
195,Northern Basin,2016,0.26074917084230026,-0.371209321209297,0.14650451765250797,-0.1184259243886581,1140,-29.661202147127437,149.29250072910062,,,,0.06336247903835618,3,17,2,,5.66
171,Northern Basin,2016,0.1498338266781576,-0.29517920658163516,0.0922237234519747,-0.11717399327771805,1140,-30.56509481523497,148.04454608893246,,,,0.0,5,19,4,,8.13
148,Southern Basin,2016,0.24342267804311987,-0.38643308002177806,0.17032307167524377,-0.1344907767958189,1140,-32.4001877202304,142.77266641205472,,,,0.0,3,26,10,,4.15
0,Wimmera Disconnected,2016,0.2376684498271482,-0.3696670421962731,0.1579878254499121,-0.12673284538690457,1140,-36.62095585308534,141.96907209182834,,,,0.0777653853162534,27,21,23,,13.67
223,Northern Basin,2016,0.22529267675038828,-0.4952867713541026,0.11564543393929455,-0.20705499211230624,1140,-28.562862013466624,144.90429315457564,,,,0.0,7,21,11,,6.54
